# time x1 y1 z1 vx1 vy1 vz1 x2 y2 z2 vx2 vy2 vz2 x3 y3 z3 vx3 vy3 vz3 placehold
1.100000e+07 1.476229e+10 5.677513e+08 0.000000e+00 -2.256055e+04 -2.503500e+04 0.000000e+00 2.378013e+11 1.023354e+11 0.000000e+00 -4.547091e+03 8.646076e+03 0.000000e+00 1.173275e+10 3.533250e+09 0.000000e+00 3.439333e+04 3.314942e+04 0.000000e+00 0.000000e+00
1.200000e+07 1.679912e+10 7.644975e+08 0.000000e+00 -2.967027e+04 -1.460239e+04 0.000000e+00 2.330416e+11 1.108827e+11 0.000000e+00 -4.972874e+03 8.444498e+03 0.000000e+00 1.499318e+10 4.599974e+09 0.000000e+00 4.399199e+04 2.008200e+04 0.000000e+00 0.000000e+00
1.300000e+07 1.896748e+10 1.288068e+09 0.000000e+00 -3.272006e+04 -2.245820e+03 0.000000e+00 2.278547e+11 1.192163e+11 0.000000e+00 -5.401337e+03 8.218649e+03 0.000000e+00 1.861161e+10 5.512485e+09 0.000000e+00 4.841208e+04 4.588826e+03 0.000000e+00 0.000000e+00
1.400000e+07 2.134868e+10 2.173552e+09 0.000000e+00 -3.129851e+04 1.050143e+04 0.000000e+00 2.222380e+11 1.273112e+11 0.000000e+00 -5.832383e+03 7.966492e+03 0.000000e+00 2.248751e+10 6.257102e+09 0.000000e+00 4.712840e+04 -1.137059e+04 0.000000e+00 0.000000e+00
1.500000e+07 2.402641e+10 3.428036e+09 0.000000e+00 -2.555488e+04 2.205906e+04 0.000000e+00 2.161891e+11 1.351398e+11 0.000000e+00 -6.265774e+03 7.685660e+03 0.000000e+00 2.651711e+10 6.858592e+09 0.000000e+00 4.033114e+04 -2.577636e+04 0.000000e+00 0.000000e+00
1.600000e+07 2.707631e+10 5.031772e+09 0.000000e+00 -1.618042e+04 3.099817e+04 0.000000e+00 2.097058e+11 1.426720e+11 0.000000e+00 -6.701087e+03 7.373408e+03 0.000000e+00 3.060651e+10 7.379112e+09 0.000000e+00 2.890204e+04 -3.680129e+04 0.000000e+00 0.000000e+00
1.700000e+07 3.055651e+10 6.942907e+09 0.000000e+00 -4.321735e+03 3.622064e+04 0.000000e+00 2.027865e+11 1.498750e+11 0.000000e+00 -7.137652e+03 7.026553e+03 0.000000e+00 3.468349e+10 7.912672e+09 0.000000e+00 1.430378e+04 -4.303993e+04 0.000000e+00 0.000000e+00
1.800000e+07 3.450032e+10 9.105232e+09 0.000000e+00 8.562927e+03 3.709725e+04 0.000000e+00 1.954304e+11 1.567124e+11 0.000000e+00 -7.574474e+03 6.641405e+03 0.000000e+00 3.870654e+10 8.575830e+09 0.000000e+00 -1.603679e+03 -4.368459e+04 0.000000e+00 0.000000e+00
1.900000e+07 3.891185e+10 1.145800e+10 0.000000e+00 2.088662e+04 3.354680e+04 0.000000e+00 1.876380e+11 1.631437e+11 0.000000e+00 -8.010120e+03 6.213679e+03 0.000000e+00 4.266986e+10 9.495844e+09 0.000000e+00 -1.679659e+04 -3.862639e+04 0.000000e+00 0.000000e+00
2.000000e+07 4.376526e+10 1.394663e+10 0.000000e+00 3.113256e+04 2.604652e+04 0.000000e+00 1.794113e+11 1.691239e+11 0.000000e+00 -8.442573e+03 5.738402e+03 0.000000e+00 4.660383e+10 1.079779e+10 0.000000e+00 -2.934151e+04 -2.846829e+04 0.000000e+00 0.000000e+00
2.100000e+07 4.900744e+10 1.653299e+10 0.000000e+00 3.804406e+04 1.557240e+04 0.000000e+00 1.707548e+11 1.746027e+11 0.000000e+00 -8.869027e+03 5.209808e+03 0.000000e+00 5.057067e+10 1.259232e+10 0.000000e+00 -3.763791e+04 -1.444892e+04 0.000000e+00 0.000000e+00
2.200000e+07 5.456390e+10 1.920409e+10 0.000000e+00 4.078154e+04 3.477290e+03 0.000000e+00 1.616765e+11 1.795235e+11 0.000000e+00 -9.285612e+03 4.621223e+03 0.000000e+00 5.465581e+10 1.496570e+10 0.000000e+00 -4.061900e+04 1.713257e+03 0.000000e+00 0.000000e+00
2.300000e+07 6.034689e+10 2.197802e+10 0.000000e+00 3.902733e+04 -8.678190e+03 0.000000e+00 1.521886e+11 1.838226e+11 0.000000e+00 -9.687010e+03 3.964969e+03 0.000000e+00 5.895600e+10 1.797332e+10 0.000000e+00 -3.788583e+04 1.803580e+04 0.000000e+00 0.000000e+00
2.400000e+07 6.626466e+10 2.490657e+10 0.000000e+00 3.302488e+04 -1.932069e+04 0.000000e+00 1.423099e+11 1.874280e+11 0.000000e+00 -1.006594e+04 3.232278e+03 0.000000e+00 6.356538e+10 2.163763e+10 0.000000e+00 -2.975811e+04 3.252138e+04 0.000000e+00 0.000000e+00
2.500000e+07 7.223045e+10 2.807427e+10 0.000000e+00 2.354747e+04 -2.706097e+04 0.000000e+00 1.320675e+11 1.902584e+11 0.000000e+00 -1.041243e+04 2.413285e+03 0.000000e+00 6.856122e+10 2.595085e+10 0.000000e+00 -1.723506e+04 4.340896e+04 0.000000e+00 0.000000e+00
2.600000e+07 7.816985e+10 3.159378e+10 0.000000e+00 1.179991e+04 -3.086767e+04 0.000000e+00 1.215003e+11 1.922222e+11 0.000000e+00 -1.071291e+04 1.497157e+03 0.000000e+00 7.399065e+10 3.088199e+10 0.000000e+00 -1.871187e+03 4.939555e+04 0.000000e+00 0.000000e+00
2.700000e+07 8.402517e+10 3.559848e+10 0.000000e+00 -7.344956e+02 -3.019622e+04 0.000000e+00 1.106631e+11 1.932166e+11 0.000000e+00 -1.094887e+04 4.724975e+02 0.000000e+00 7.985983e+10 3.638743e+10 0.000000e+00 1.441753e+04 4.980008e+04 0.000000e+00 0.000000e+00
2.800000e+07 8.975588e+10 4.023274e+10 0.000000e+00 -1.248239e+04 -2.505642e+04 0.000000e+00 9.963236e+10 1.931273e+11 0.000000e+00 -1.109523e+04 -6.717419e+02 0.000000e+00 8.612638e+10 4.242344e+10 0.000000e+00 2.959208e+04 4.464869e+04 0.000000e+00 0.000000e+00
2.900000e+07 9.533438e+10 4.564093e+10 0.000000e+00 -2.198034e+04 -1.601096e+04 0.000000e+00 8.851364e+10 1.918302e+11 0.000000e+00 -1.111831e+04 -1.944450e+03 0.000000e+00 9.269546e+10 4.895879e+10 0.000000e+00 4.174315e+04 3.467052e+04 0.000000e+00 0.000000e+00
3.000000e+07 1.007371e+11 5.195582e+10 0.000000e+00 -2.806127e+04 -4.105912e+03 0.000000e+00 7.745149e+10 1.891943e+11 0.000000e+00 -1.097373e+04 -3.349061e+03 0.000000e+00 9.941926e+10 5.598510e+10 0.000000e+00 4.932650e+04 2.120491e+04 0.000000e+00 0.000000e+00
3.100000e+07 1.059313e+11 5.928643e+10 0.000000e+00 -3.000463e+04 9.257466e+03 0.000000e+00 6.664087e+10 1.850904e+11 0.000000e+00 -1.060476e+04 -4.877981e+03 0.000000e+00 1.060995e+11 6.352244e+10 0.000000e+00 5.135263e+04 6.031022e+03 0.000000e+00 0.000000e+00
3.200000e+07 1.108595e+11 6.770502e+10 0.000000e+00 -2.763075e+04 2.249341e+04 0.000000e+00 5.633949e+10 1.794057e+11 0.000000e+00 -9.943030e+03 -6.504000e+03 0.000000e+00 1.124923e+11 7.161741e+10 0.000000e+00 4.750803e+04 -8.860669e+03 0.000000e+00 0.000000e+00
3.300000e+07 1.154237e+11 7.723211e+10 0.000000e+00 -2.132498e+04 3.402361e+04 0.000000e+00 4.687719e+10 1.720690e+11 0.000000e+00 -8.914321e+03 -8.168796e+03 0.000000e+00 1.183166e+11 8.033136e+10 0.000000e+00 3.819318e+04 -2.152750e+04 0.000000e+00 0.000000e+00
3.400000e+07 1.194763e+11 8.781864e+10 0.000000e+00 -1.198444e+04 4.246565e+04 0.000000e+00 3.865515e+10 1.630883e+11 0.000000e+00 -7.453793e+03 -9.771278e+03 0.000000e+00 1.232670e+11 8.971727e+10 0.000000e+00 2.447325e+04 -3.032950e+04 0.000000e+00 0.000000e+00
3.500000e+07 1.228228e+11 9.932687e+10 0.000000e+00 -8.925539e+02 4.679526e+04 0.000000e+00 3.212364e+10 1.525961e+11 0.000000e+00 -5.533692e+03 -1.116361e+04 0.000000e+00 1.270372e+11 9.978768e+10 0.000000e+00 7.952192e+03 -3.414136e+04 0.000000e+00 0.000000e+00
3.600000e+07 1.252460e+11 1.115166e+11 0.000000e+00 1.045868e+04 4.647031e+04 0.000000e+00 2.772724e+10 1.408906e+11 0.000000e+00 -3.198777e+03 -1.216789e+04 0.000000e+00 1.293572e+11 1.104821e+11 0.000000e+00 -9.410593e+03 -3.249017e+04 0.000000e+00 0.000000e+00
3.700000e+07 1.265493e+11 1.240499e+11 0.000000e+00 2.056913e+04 4.151204e+04 0.000000e+00 2.581842e+10 1.284445e+11 0.000000e+00 -5.897758e+02 -1.262240e+04 0.000000e+00 1.300437e+11 1.216496e+11 0.000000e+00 -2.552717e+04 -2.560212e+04 0.000000e+00 0.000000e+00
3.800000e+07 1.266078e+11 1.365274e+11 0.000000e+00 2.811957e+04 3.252709e+04 0.000000e+00 2.656575e+10 1.158582e+11 0.000000e+00 2.073030e+03 -1.244379e+04 0.000000e+00 1.290490e+11 1.330612e+11 0.000000e+00 -3.844253e+04 -1.435413e+04 0.000000e+00 0.000000e+00
3.900000e+07 1.253998e+11 1.485517e+11 0.000000e+00 3.211747e+04 2.064447e+04 0.000000e+00 2.990257e+10 1.037580e+11 0.000000e+00 4.552335e+03 -1.166554e+04 0.000000e+00 1.264826e+11 1.444527e+11 0.000000e+00 -4.659770e+04 -1.459807e+02 0.000000e+00 0.000000e+00
4.000000e+07 1.230028e+11 1.597965e+11 0.000000e+00 3.199278e+04 7.366627e+03 0.000000e+00 3.554785e+10 9.268273e+10 0.000000e+00 6.667195e+03 -1.042187e+04 0.000000e+00 1.225916e+11 1.555771e+11 0.000000e+00 -4.904233e+04 1.526992e+04 0.000000e+00 0.000000e+00
4.100000e+07 1.195597e+11 1.700511e+11 0.000000e+00 2.766008e+04 -5.635792e+03 0.000000e+00 4.308578e+10 8.300993e+10 0.000000e+00 8.331291e+03 -8.890696e+03 0.000000e+00 1.177056e+11 1.662388e+11 0.000000e+00 -4.556112e+04 2.998033e+04 0.000000e+00 0.000000e+00
4.200000e+07 1.152384e+11 1.792282e+11 0.000000e+00 1.954490e+04 -1.674932e+04 0.000000e+00 5.205951e+10 7.494169e+10 0.000000e+00 9.544362e+03 -7.237091e+03 0.000000e+00 1.121728e+11 1.763002e+11 0.000000e+00 -3.669687e+04 4.212913e+04 0.000000e+00 0.000000e+00
4.300000e+07 1.102032e+11 1.873456e+11 0.000000e+00 8.551027e+03 -2.462693e+04 0.000000e+00 6.204144e+10 6.853522e+10 0.000000e+00 1.035896e+04 -5.583456e+03 0.000000e+00 1.063098e+11 1.856682e+11 0.000000e+00 -2.366783e+04 5.014773e+04 0.000000e+00 0.000000e+00
4.400000e+07 1.046048e+11 1.944942e+11 0.000000e+00 -4.039994e+03 -2.835190e+04 0.000000e+00 7.266887e+10 6.374897e+10 0.000000e+00 1.084787e+04 -4.005888e+03 0.000000e+00 1.003710e+11 1.942778e+11 0.000000e+00 -8.199290e+03 5.295981e+04 0.000000e+00 0.000000e+00
4.500000e+07 9.858073e+10 2.008078e+11 0.000000e+00 -1.672402e+04 -2.754190e+04 0.000000e+00 8.365283e+10 6.048466e+10 0.000000e+00 1.108333e+04 -2.543803e+03 0.000000e+00 9.453655e+10 2.020796e+11 0.000000e+00 7.700004e+03 5.012588e+04 0.000000e+00 0.000000e+00
4.600000e+07 9.226094e+10 2.064354e+11 0.000000e+00 -2.796193e+04 -2.238749e+04 0.000000e+00 9.477194e+10 5.861773e+10 0.000000e+00 1.112754e+04 -1.212188e+03 0.000000e+00 8.891311e+10 2.090364e+11 0.000000e+00 2.198901e+04 4.190761e+04 0.000000e+00 0.000000e+00
4.700000e+07 8.577319e+10 2.115216e+11 0.000000e+00 -3.637495e+04 -1.362275e+04 0.000000e+00 1.058609e+11 5.801654e+10 0.000000e+00 1.103024e+04 -1.162574e+01 0.000000e+00 8.354123e+10 2.151259e+11 0.000000e+00 3.284671e+04 2.924268e+04 0.000000e+00 0.000000e+00
4.800000e+07 7.924457e+10 2.161908e+11 0.000000e+00 -4.092187e+04 -2.430347e+03 0.000000e+00 1.167981e+11 5.855310e+10 0.000000e+00 1.082963e+04 1.064878e+03 0.000000e+00 7.840827e+10 2.203469e+11 0.000000e+00 3.889714e+04 1.363195e+04 0.000000e+00 0.000000e+00
4.900000e+07 7.279968e+10 2.205377e+11 0.000000e+00 -4.103388e+04 9.708559e+03 0.000000e+00 1.274953e+11 6.010839e+10 0.000000e+00 1.055434e+04 2.027716e+03 0.000000e+00 7.346393e+10 2.247248e+11 0.000000e+00 3.937903e+04 -3.046904e+03 0.000000e+00 0.000000e+00
5.000000e+07 6.655551e+10 2.246227e+11 0.000000e+00 -3.668924e+04 2.120095e+04 0.000000e+00 1.378890e+11 6.257444e+10 0.000000e+00 1.022559e+04 2.888305e+03 0.000000e+00 6.863711e+10 2.283159e+11 0.000000e+00 3.423853e+04 -1.877469e+04 0.000000e+00 0.000000e+00
5.100000e+07 6.061458e+10 2.284707e+11 0.000000e+00 -2.841823e+04 3.054178e+04 0.000000e+00 1.479339e+11 6.585465e+10 0.000000e+00 9.858956e+03 3.657824e+03 0.000000e+00 6.385266e+10 2.312071e+11 0.000000e+00 2.413326e+04 -3.164422e+04 0.000000e+00 0.000000e+00
5.200000e+07 5.505786e+10 2.320754e+11 0.000000e+00 -1.723850e+04 3.650210e+04 0.000000e+00 1.575981e+11 6.986319e+10 0.000000e+00 9.465880e+03 4.346619e+03 0.000000e+00 5.904652e+10 2.335120e+11 0.000000e+00 1.034803e+04 -4.009967e+04 0.000000e+00 0.000000e+00
5.300000e+07 4.993862e+10 2.354065e+11 0.000000e+00 -4.529029e+03 3.828246e+04 0.000000e+00 1.668597e+11 7.452408e+10 0.000000e+00 9.054718e+03 4.963963e+03 0.000000e+00 5.417781e+10 2.353630e+11 0.000000e+00 -5.367413e+03 -4.313210e+04 0.000000e+00 0.000000e+00
5.400000e+07 4.527872e+10 2.384188e+11 0.000000e+00 8.141442e+03 3.561268e+04 0.000000e+00 1.757036e+11 7.977004e+10 0.000000e+00 8.631578e+03 5.518018e+03 0.000000e+00 4.923693e+10 2.369006e+11 0.000000e+00 -2.101833e+04 -4.040668e+04 0.000000e+00 0.000000e+00
5.500000e+07 4.106794e+10 2.410633e+11 0.000000e+00 1.921029e+04 2.878546e+04 0.000000e+00 1.841203e+11 8.554141e+10 0.000000e+00 8.200914e+03 6.015892e+03 0.000000e+00 4.424882e+10 2.382608e+11 0.000000e+00 -3.461576e+04 -3.230576e+04 0.000000e+00 0.000000e+00
5.600000e+07 3.726660e+10 2.432979e+11 0.000000e+00 2.731657e+04 1.861946e+04 0.000000e+00 1.921040e+11 9.178516e+10 0.000000e+00 7.765965e+03 6.463741e+03 0.000000e+00 3.927125e+10 2.395625e+11 0.000000e+00 -4.442666e+04 -1.988184e+04 0.000000e+00 0.000000e+00
5.700000e+07 3.381157e+10 2.450968e+11 0.000000e+00 3.147159e+04 6.356224e+03 0.000000e+00 1.996516e+11 9.845399e+10 0.000000e+00 7.329069e+03 6.866880e+03 0.000000e+00 3.438859e+10 2.408970e+11 0.000000e+00 -4.919200e+04 -4.726067e+03 0.000000e+00 0.000000e+00
5.800000e+07 3.062477e+10 2.464573e+11 0.000000e+00 3.118275e+04 -6.496068e+03 0.000000e+00 2.067621e+11 1.055055e+11 0.000000e+00 6.891894e+03 7.229892e+03 0.000000e+00 2.970177e+10 2.423197e+11 0.000000e+00 -4.828510e+04 1.123095e+04 0.000000e+00 0.000000e+00
5.900000e+07 2.762338e+10 2.474035e+11 0.000000e+00 2.651519e+04 -1.835223e+04 0.000000e+00 2.134357e+11 1.129017e+11 0.000000e+00 6.455611e+03 7.556726e+03 0.000000e+00 2.531611e+10 2.438471e+11 0.000000e+00 -4.179054e+04 2.596110e+04 0.000000e+00 0.000000e+00
6.000000e+07 2.473041e+10 2.479860e+11 0.000000e+00 1.808339e+04 -2.774925e+04 0.000000e+00 2.196738e+11 1.206081e+11 0.000000e+00 6.021019e+03 7.850783e+03 0.000000e+00 2.132823e+10 2.454568e+11 0.000000e+00 -3.049360e+04 3.759289e+04 0.000000e+00 0.000000e+00
6.100000e+07 2.188448e+10 2.482782e+11 0.000000e+00 6.974020e+03 -3.353002e+04 0.000000e+00 2.254785e+11 1.285933e+11 0.000000e+00 5.588636e+03 8.114996e+03 0.000000e+00 1.781407e+10 2.470935e+11 0.000000e+00 -1.578188e+04 4.464585e+04 0.000000e+00 0.000000e+00
6.200000e+07 1.904746e+10 2.483698e+11 0.000000e+00 -5.390412e+03 -3.498876e+04 0.000000e+00 2.308520e+11 1.368290e+11 0.000000e+00 5.158773e+03 8.351892e+03 0.000000e+00 1.481933e+10 2.486781e+11 0.000000e+00 5.286283e+02 4.621604e+04 0.000000e+00 0.000000e+00
6.300000e+07 1.620927e+10 2.483571e+11 0.000000e+00 -1.743003e+04 -3.195978e+04 0.000000e+00 2.357969e+11 1.452888e+11 0.000000e+00 4.731584e+03 8.563648e+03 0.000000e+00 1.235370e+10 2.501198e+11 0.000000e+00 1.642127e+04 4.208931e+04 0.000000e+00 0.000000e+00
6.400000e+07 1.338896e+10 2.483334e+11 0.000000e+00 -2.760585e+04 -2.483843e+04 0.000000e+00 2.403160e+11 1.539485e+11 0.000000e+00 4.307104e+03 8.752139e+03 0.000000e+00 1.038952e+10 2.513294e+11 0.000000e+00 2.993173e+04 3.276795e+04 0.000000e+00 0.000000e+00
6.500000e+07 1.063226e+10 2.483787e+11 0.000000e+00 -3.461289e+04 -1.453163e+04 0.000000e+00 2.444120e+11 1.627858e+11 0.000000e+00 3.885278e+03 8.918979e+03 0.000000e+00 8.865126e+09 2.522323e+11 0.000000e+00 3.939446e+04 1.940752e+04 0.000000e+00 0.000000e+00
6.600000e+07 8.005657e+09 2.485516e+11 0.000000e+00 -3.754379e+04 -2.344132e+03 0.000000e+00 2.480874e+11 1.717797e+11 0.000000e+00 3.465983e+03 9.065552e+03 0.000000e+00 7.692456e+09 2.527795e+11 0.000000e+00 4.365153e+04 3.671614e+03 0.000000e+00 0.000000e+00
6.700000e+07 5.587927e+09 2.488834e+11 0.000000e+00 -3.600254e+04 1.018507e+04 0.000000e+00 2.513448e+11 1.809106e+11 0.000000e+00 3.049045e+03 9.193036e+03 0.000000e+00 6.767947e+09 2.529553e+11 0.000000e+00 4.219770e+04 -1.247691e+04 0.000000e+00 0.000000e+00
6.800000e+07 3.460124e+09 2.493755e+11 0.000000e+00 -3.015402e+04 2.147555e+04 0.000000e+00 2.541862e+11 1.901598e+11 0.000000e+00 2.634249e+03 9.302434e+03 0.000000e+00 5.985377e+09 2.527808e+11 0.000000e+00 3.524366e+04 -2.702214e+04 0.000000e+00 0.000000e+00
6.900000e+07 1.695272e+09 2.500008e+11 0.000000e+00 -2.070330e+04 3.010349e+04 0.000000e+00 2.566139e+11 1.995097e+11 0.000000e+00 2.221351e+03 9.394582e+03 0.000000e+00 5.249053e+09 2.523123e+11 0.000000e+00 2.368965e+04 -3.814782e+04 0.000000e+00 0.000000e+00
7.000000e+07 3.490855e+08 2.507080e+11 0.000000e+00 -8.807344e+03 3.498009e+04 0.000000e+00 2.586295e+11 2.089434e+11 0.000000e+00 1.810089e+03 9.470173e+03 0.000000e+00 4.485686e+09 2.516360e+11 0.000000e+00 9.012651e+03 -4.446510e+04 0.000000e+00 0.000000e+00
7.100000e+07 -5.471268e+08 2.514299e+11 0.000000e+00 4.070018e+03 3.548809e+04 0.000000e+00 2.602345e+11 2.184447e+11 0.000000e+00 1.400181e+03 9.529764e+03 0.000000e+00 3.653471e+09 2.508579e+11 0.000000e+00 -6.918623e+03 -4.518684e+04 0.000000e+00 0.000000e+00
7.200000e+07 -9.904878e+08 2.520923e+11 0.000000e+00 1.634160e+04 3.155928e+04 0.000000e+00 2.614302e+11 2.279978e+11 0.000000e+00 9.913383e+02 9.573790e+03 0.000000e+00 2.747247e+09 2.500919e+11 0.000000e+00 -2.207802e+04 -4.022654e+04 0.000000e+00 0.000000e+00
7.300000e+07 -1.006992e+09 2.526248e+11 0.000000e+00 2.649601e+04 2.368314e+04 0.000000e+00 2.622174e+11 2.375872e+11 0.000000e+00 5.832604e+02 9.602568e+03 0.000000e+00 1.799063e+09 2.494470e+11 0.000000e+00 -3.453612e+04 -3.020930e+04 0.000000e+00 0.000000e+00
7.400000e+07 -6.483035e+08 2.529706e+11 0.000000e+00 3.328731e+04 1.284544e+04 0.000000e+00 2.625969e+11 2.471979e+11 0.000000e+00 1.756433e+02 9.616306e+03 0.000000e+00 8.741091e+08 2.490141e+11 0.000000e+00 -4.270231e+04 -1.639359e+04 0.000000e+00 0.000000e+00
7.500000e+07 1.468144e+07 2.530951e+11 0.000000e+00 3.589139e+04 4.045927e+02 0.000000e+00 2.625688e+11 2.568148e+11 0.000000e+00 -2.318213e+02 9.615105e+03 0.000000e+00 6.249407e+07 2.488561e+11 0.000000e+00 -4.552435e+04 -5.133045e+02 0.000000e+00 0.000000e+00
7.600000e+07 9.007109e+08 2.529907e+11 0.000000e+00 3.400937e+04 -1.207881e+04 0.000000e+00 2.621332e+11 2.664231e+11 0.000000e+00 -6.394425e+02 9.598958e+03 0.000000e+00 -5.320731e+08 2.490008e+11 0.000000e+00 -4.262039e+04 1.543969e+04 0.000000e+00 0.000000e+00
7.700000e+07 1.928368e+09 2.526792e+11 0.000000e+00 2.790511e+04 -2.303773e+04 0.000000e+00 2.612897e+11 2.760077e+11 0.000000e+00 -1.047528e+03 9.567755e+03 0.000000e+00 -8.052946e+08 2.494390e+11 0.000000e+00 -3.432682e+04 2.946546e+04 0.000000e+00 0.000000e+00
7.800000e+07 3.026306e+09 2.522102e+11 0.000000e+00 1.837219e+04 -3.109526e+04 0.000000e+00 2.600379e+11 2.855535e+11 0.000000e+00 -1.456383e+03 9.521273e+03 0.000000e+00 -6.653469e+08 2.501261e+11 0.000000e+00 -2.165616e+04 3.980687e+04 0.000000e+00 0.000000e+00
7.900000e+07 4.142235e+09 2.516557e+11 0.000000e+00 6.634338e+03 -3.523741e+04 0.000000e+00 2.583766e+11 2.950451e+11 0.000000e+00 -1.866305e+03 9.459183e+03 0.000000e+00 -4.436123e+07 2.509891e+11 0.000000e+00 -6.169935e+03 4.517012e+04 0.000000e+00 0.000000e+00
8.000000e+07 5.249542e+09 2.511023e+11 0.000000e+00 -5.808064e+03 -3.494027e+04 0.000000e+00 2.563048e+11 3.044665e+11 0.000000e+00 -2.277583e+03 9.381036e+03 0.000000e+00 1.093121e+09 2.519368e+11 0.000000e+00 1.021721e+04 4.488709e+04 0.000000e+00 0.000000e+00
8.100000e+07 6.350705e+09 2.506417e+11 0.000000e+00 -1.736629e+04 -3.023572e+04 0.000000e+00 2.538209e+11 3.138016e+11 0.000000e+00 -2.690493e+03 9.286259e+03 0.000000e+00 2.745780e+09 2.528726e+11 0.000000e+00 2.547786e+04 3.899915e+04 0.000000e+00 0.000000e+00
8.200000e+07 7.477072e+09 2.503599e+11 0.000000e+00 -2.656261e+04 -2.170725e+04 0.000000e+00 2.509232e+11 3.230333e+11 0.000000e+00 -3.105296e+03 9.174145e+03 0.000000e+00 4.875777e+09 2.537074e+11 0.000000e+00 3.772621e+04 2.825192e+04 0.000000e+00 0.000000e+00
8.300000e+07 8.685036e+09 2.503281e+11 0.000000e+00 -3.221553e+04 -1.041657e+04 0.000000e+00 2.476096e+11 3.321438e+11 0.000000e+00 -3.522230e+03 9.043839e+03 0.000000e+00 7.413618e+09 2.543724e+11 0.000000e+00 4.545461e+04 1.400156e+04 0.000000e+00 0.000000e+00
8.400000e+07 1.004908e+10 2.505947e+11 0.000000e+00 -3.358789e+04 2.229654e+03 0.000000e+00 2.438779e+11 3.411146e+11 0.000000e+00 -3.941504e+03 8.894323e+03 0.000000e+00 1.026699e+10 2.548285e+11 0.000000e+00 4.772242e+04 -1.955297e+03 0.000000e+00 0.000000e+00
8.500000e+07 1.165257e+10 2.511809e+11 0.000000e+00 -3.047916e+04 1.465629e+04 0.000000e+00 2.397258e+11 3.499257e+11 0.000000e+00 -4.363285e+03 8.724396e+03 0.000000e+00 1.333248e+10 2.550733e+11 0.000000e+00 4.427390e+04 -1.760675e+04 0.000000e+00 0.000000e+00
